CM TEST INPUTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM_RANGE_LIMIT_ROW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM_RANGE_LIMIT_COL,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM_MIN_LIMIT_CAL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM_MAX_LIMIT_CAL,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM_MAX_DELTA_SENSOR_PERCENT,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER_ELEMENT_MIN_MAX_TABLE_SENSOR,4339,7232,4355,7259,4356,7260,4358,7263,4359,7265,4357,7262,4356,7260,4355,7258,4352,7253,4347,7245,4341,7236,4337,7229,4315,7192,4268,7113,4284,7140,4284,7140,4286,7143,4287,7144,4286,7143,4285,7141,4283,7138,4280,7133,4276,7126
,4339,7232,4355,7259,4356,7260,4358,7263,4359,7265,4357,7262,4356,7260,4355,7258,4352,7253,4347,7245,4341,7236,4337,7229,4315,7192,4268,7113,4284,7140,4284,7140,4286,7143,4287,7144,4286,7143,4285,7141,4283,7138,4280,7133,4276,7126
,4339,7232,4355,7259,4356,7260,4358,7263,4359,7265,4357,7262,4356,7260,4355,7258,4352,7253,4347,7245,4341,7236,4337,7229,4315,7192,4268,7113,4284,7140,4284,7140,4286,7143,4287,7144,4286,7143,4285,7141,4283,7138,4280,7133,4276,7126
,4339,7232,4355,7259,4356,7260,4358,7263,4359,7265,4357,7262,4356,7260,4355,7258,4352,7253,4347,7245,4341,7236,4337,7229,4315,7192,4268,7113,4284,7140,4284,7140,4286,7143,4287,7144,4286,7143,4285,7141,4283,7138,4280,7133,4276,7126
,4339,7232,4355,7259,4356,7260,4358,7263,4359,7265,4357,7262,4356,7260,4355,7258,4352,7253,4347,7245,4341,7236,4337,7229,4315,7192,4268,7113,4284,7140,4284,7140,4286,7143,4287,7144,4286,7143,4285,7141,4283,7138,4280,7133,4276,7126
,4339,7232,4355,7259,4356,7260,4358,7263,4359,7265,4357,7262,4356,7260,4355,7258,4352,7253,4347,7245,4341,7236,4337,7229,4315,7192,4268,7113,4284,7140,4284,7140,4286,7143,4287,7144,4286,7143,4285,7141,4283,7138,4280,7133,4276,7126
,4339,7232,4355,7259,4356,7260,4358,7263,4359,7265,4357,7262,4356,7260,4355,7258,4352,7253,4347,7245,4341,7236,4337,7229,4315,7192,4268,7113,4284,7140,4284,7140,4286,7143,4287,7144,4286,7143,4285,7141,4283,7138,4280,7133,4276,7126
,4339,7232,4355,7259,4356,7260,4358,7263,4359,7265,4357,7262,4356,7260,4355,7258,4352,7253,4347,7245,4341,7236,4337,7229,4315,7192,4268,7113,4284,7140,4284,7140,4286,7143,4287,7144,4286,7143,4285,7141,4283,7138,4280,7133,4276,7126
,4339,7232,4355,7259,4356,7260,4358,7263,4359,7265,4357,7262,4356,7260,4355,7258,4352,7253,4347,7245,4341,7236,4337,7229,4315,7192,4268,7113,4284,7140,4284,7140,4286,7143,4287,7144,4286,7143,4285,7141,4283,7138,4280,7133,4276,7126
,4339,7232,4355,7259,4356,7260,4358,7263,4359,7265,4357,7262,4356,7260,4355,7258,4352,7253,4347,7245,4341,7236,4337,7229,4315,7192,4268,7113,4284,7140,4284,7140,4286,7143,4287,7144,4286,7143,4285,7141,4283,7138,4280,7133,4276,7126
,4339,7232,4355,7259,4356,7260,4358,7263,4359,7265,4357,7262,4356,7260,4355,7258,4352,7253,4347,7245,4341,7236,4337,7229,4315,7192,4268,7113,4284,7140,4284,7140,4286,7143,4287,7144,4286,7143,4285,7141,4283,7138,4280,7133,4276,7126
,4339,7232,4355,7259,4356,7260,4358,7263,4359,7265,4357,7262,4356,7260,4355,7258,4352,7253,4347,7245,4341,7236,4337,7229,4315,7192,4268,7113,4284,7140,4284,7140,4286,7143,4287,7144,4286,7143,4285,7141,4283,7138,4280,7133,4276,7126
,4339,7232,4355,7259,4356,7260,4358,7263,4359,7265,4357,7262,4356,7260,4355,7258,4352,7253,4347,7245,4341,7236,4337,7229,4315,7192,4268,7113,4284,7140,4284,7140,4286,7143,4287,7144,4286,7143,4285,7141,4283,7138,4280,7133,4276,7126
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP TEST INPUTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP_MAX_DELTA_SENSOR_RX_PERCENT,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP_MAX_DELTA_SENSOR_TX_PERCENT,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER_ELEMENT_MIN_MAX_RX,5753,17260,5269,15808,5231,15693,5121,15362,5079,15236,5097,15290,5198,15595,5205,15615,5292,15876,5334,16002,5372,16116,5420,16261,5979,17937,,,,,,,,,,,,,,,,,,,,
PER_ELEMENT_MIN_MAX_TX,25265,75795,24373,73120,24254,72761,24279,72838,24079,72236,24192,72576,23863,71589,24200,72600,23968,71904,24141,72423,23877,71630,24445,73335,24395,73184,24240,72721,23925,71775,24038,72115,23780,71341,23863,71589,23706,71117,23864,71592,23692,71075,23796,71389,24261,72784
